house..sa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
S00096216,75,8,9,36,12,5,2,3
S00096217,35,2,8,11,10,0,0,4
S00096218,67,12,6,32,14,3,0,0
S00096219,52,3,6,23,13,2,0,5
S00096220,39,16,12,7,0,3,0,1
S00096221,45,6,8,18,10,2,0,1
S00096222,62,4,10,26,9,5,1,7
S00096223,37,1,10,6,10,7,1,2
S00096224,60,3,12,18,18,7,0,2
S00096225,46,6,6,11,13,6,3,1
S00096226,64,6,8,21,18,7,1,3
S00096227,22,2,0,12,4,2,0,2
S00096228,55,8,11,20,15,0,1,0
S00096229,27,1,1,7,5,5,5,3
S00096230,64,8,11,27,10,2,1,5
S00096231,32,3,8,10,8,1,1,1
S00096232,68,5,15,24,7,11,0,6
S00096233,45,9,24,3,3,4,0,2
S00096234,54,9,5,19,14,2,1,4
S00096235,48,2,8,22,13,1,0,2
S00096236,47,4,14,18,6,1,1,3
S00096237,45,5,24,9,2,5,0,0
S00096238,45,2,8,26,6,1,1,1
S00096239,41,7,17,9,6,2,0,0
S00096240,43,7,19,8,3,5,0,1
S00096241,49,8,6,22,6,1,0,6
S00096242,67,3,9,27,24,1,0,3
S00096243,48,8,9,16,6,3,1,5
S00096244,33,3,14,7,4,5,0,0
S00096245,54,8,9,15,16,1,0,5
S00096246,77,14,4,28,20,5,2,4
S00096247,40,10,4,10,12,3,0,1
S00096248,46,4,3,24,12,2,1,0
S00096249,38,2,5,13,15,2,0,1
S00096250,64,7,8,26,9,5,1,8
S00096251,90,11,18,41,11,2,1,6
S00096252,45,5,5,17,12,1,0,5
S00096253,42,2,2,16,20,0,1,1
S00096254,36,0,3,11,18,4,0,0
S00096255,76,3,10,32,26,1,1,3
S00096256,45,5,10,14,7,4,1,4
S00096257,71,9,37,17,2,3,1,2
S00096258,47,4,11,14,10,5,0,3
S00096259,63,6,6,21,16,1,2,11
S00096260,36,7,2,14,11,1,0,1
S00096261,35,4,14,11,3,2,0,1
S00096262,69,25,12,17,11,1,0,3
S00096268,56,9,5,24,12,0,0,6
S00096269,22,1,4,7,8,0,0,2
S00096580,33,3,5,15,5,0,1,4
S00096581,37,3,4,18,7,1,2,2
S00096694,44,1,9,13,8,2,3,8
S00100880,58,4,9,18,18,1,3,5
S00101566,70,4,8,25,21,1,2,9
S00101587,51,2,10,25,14,0,0,0
S00101731,56,9,6,18,20,2,0,1
S00101732,22,1,4,11,4,1,0,1
S00107648,37,3,10,13,8,1,1,1
S00107653,48,3,8,10,12,10,0,5
S00107673,55,3,12,22,11,2,1,4
S00107676,60,7,3,28,10,5,3,4
S00107677,52,5,11,24,8,3,0,1
S00108628,56,4,8,31,7,1,0,5
S00108956,44,6,0,20,11,0,1,6
S00108975,31,0,6,9,11,2,1,2
S00108976,59,0,6,25,22,3,1,2
S00108977,34,3,5,17,6,1,0,2
S00108978,75,6,8,39,14,4,0,4
S00108979,58,0,2,31,18,2,2,3
S00108980,47,1,6,23,12,2,0,3
S00108981,30,0,7,12,10,0,0,1
S00108982,67,0,7,26,27,5,0,2
S00108983,95,1,14,43,29,2,0,6
S00108984,56,0,6,18,27,4,0,1
S00108985,53,6,5,14,20,6,0,2
S00108986,44,0,4,15,25,0,0,0
S00108987,61,8,11,19,13,7,0,3
S00108988,49,5,14,21,4,1,1,3
S00108989,47,6,6,22,11,0,0,2
S00108990,43,6,5,25,2,0,0,5
S00108991,36,5,4,19,5,1,0,2
S00108992,20,1,3,11,3,0,1,1
S00108993,36,1,7,22,4,0,0,2
S00108994,43,3,4,15,16,1,2,2
S00108995,59,6,10,19,15,3,1,5
S00108996,43,5,5,19,9,2,2,1
S00108997,42,0,5,20,13,1,2,1
S00108998,37,3,5,15,9,1,0,4
S00108999,67,6,18,24,13,0,1,5
S00109000,53,5,13,17,5,4,0,9
S00109001,38,2,4,17,12,1,0,2
S00109002,61,4,11,30,15,1,0,0
S00109003,34,4,5,17,7,0,0,1
S00109004,61,8,11,30,6,3,1,2
S00109005,76,3,12,20,35,4,0,2
S00109006,23,4,3,7,6,1,1,1
S00109007,64,4,7,23,22,5,1,2
S00109008,37,6,4,10,7,6,1,3
S00109009,76,17,3,56,0,0,0,0
S00109010,30,5,8,9,4,0,2,2
S00109011,63,7,22,19,9,2,0,4
S00109012,69,5,10,38,10,3,1,2
S00109013,28,4,5,13,5,0,1,0
S00109014,25,2,4,15,2,0,1,1
S00109015,38,19,5,9,2,0,1,2
S00109016,63,0,10,25,21,2,1,4
S00109017,60,0,3,36,16,3,0,2
S00109018,39,0,2,13,21,0,2,1
S00109019,77,8,18,33,12,3,1,2
S00109020,65,0,8,28,27,0,1,1
S00109021,44,1,3,19,16,2,1,2
S00109022,52,0,7,16,19,5,2,3
S00109023,26,1,1,10,9,1,3,1
S00109024,37,0,3,17,13,2,1,1
S00109025,44,2,4,25,8,2,1,2
S00109026,34,4,2,18,6,0,1,3
S00109027,43,5,4,20,10,0,1,3
S00109028,67,8,11,31,11,2,2,2
S00109029,59,7,9,30,9,0,2,2
S00109030,54,13,3,16,13,5,0,4
S00109031,31,3,6,11,3,3,0,5
S00109032,54,7,12,26,8,0,0,1
S00109033,31,2,3,9,14,1,0,2
S00109034,53,4,6,27,9,4,1,2
S00109035,63,6,14,28,11,2,1,1
S00109036,69,5,12,28,20,3,1,0
S00109037,56,1,10,23,20,1,1,0
S00109038,67,6,10,32,13,1,0,5
S00109039,44,4,10,17,6,2,2,3
S00109040,49,5,2,23,14,2,1,2
S00109041,64,3,6,38,12,2,0,3
S00109042,50,5,9,25,5,0,3,3
S00109043,62,8,8,29,15,1,1,0
S00109044,42,6,5,19,10,1,0,1
S00109045,43,5,3,17,10,3,0,5
S00109046,57,7,7,25,13,1,2,2
S00109047,29,3,7,10,8,1,0,0
S00109048,27,2,3,14,8,0,0,0
S00109049,36,5,5,14,12,0,0,0
S00109050,25,2,4,6,6,4,2,1
S00109051,55,5,5,27,8,3,1,6
S00109052,41,3,10,18,7,0,0,3
S00109053,38,1,2,25,8,1,0,1
S00109054,55,4,4,27,10,1,1,8
S00109055,32,2,5,12,9,2,1,1
S00109056,36,1,6,17,7,2,0,3
S00109057,37,6,4,20,3,4,0,0
S00109058,66,8,8,33,9,4,1,3
S00109059,56,12,7,14,9,7,2,5
S00109060,77,18,12,32,6,1,2,6
S00109061,43,3,6,23,4,1,1,5
S00109062,52,10,10,18,7,4,1,2
S00109063,64,8,9,27,9,4,1,6
S00109064,42,7,7,15,6,4,1,2
S00109065,39,3,9,18,5,1,1,2
S00109066,48,8,8,25,6,0,0,1
S00109067,63,7,13,24,12,4,1,2
S00109068,22,1,1,5,9,5,0,1
S00109069,59,5,7,33,8,2,0,4
S00109070,47,6,16,13,6,4,0,2
S00109071,43,2,2,27,9,1,0,2
S00109072,48,9,8,18,9,1,1,2
S00109073,39,6,4,13,10,2,1,3
S00109074,41,5,5,20,8,1,1,1
S00109075,36,3,7,17,7,1,0,1
S00109076,40,6,7,14,8,2,1,2
S00109077,39,6,4,15,8,2,1,3
S00109078,41,5,12,18,4,1,0,1
S00109079,54,5,9,25,9,1,2,3
S00109080,56,12,5,18,12,2,2,5
S00109081,58,5,13,18,17,2,1,2
S00109082,47,2,11,20,9,2,1,2
S00109083,52,7,6,25,10,1,2,1
S00109084,54,7,6,21,14,1,1,4
S00109085,60,2,3,32,15,3,3,2
S00109086,43,4,7,21,6,2,0,3
S00109087,28,1,2,17,8,0,0,0
S00109088,32,3,7,14,3,1,2,2
S00109089,38,2,7,13,13,0,0,3
S00109090,67,0,7,15,35,7,1,2
S00109091,73,1,11,38,16,3,0,4
S00109092,40,0,5,13,18,2,2,0
S00109093,47,1,7,22,14,0,0,3
S00109094,48,6,3,21,11,3,1,3
S00109095,53,8,13,17,9,0,2,4
S00109096,35,3,6,15,9,1,0,1
S00109097,53,3,14,17,8,5,1,5
S00109098,48,4,5,28,7,3,0,1
S00109099,49,4,7,24,12,0,1,1
S00109100,40,3,10,14,11,0,0,2
S00109101,27,2,1,12,9,0,1,2
S00109102,67,16,6,23,10,4,2,6
S00109103,42,4,7,24,7,0,0,0
S00109104,65,10,14,26,12,0,0,3
S00109105,29,2,4,10,7,0,1,5
S00109106,70,7,6,32,21,2,1,1
S00109107,32,6,1,17,4,3,1,0
S00109108,47,9,9,18,7,1,0,3
S00109109,29,3,4,15,4,3,0,0
S00109110,51,6,3,27,11,1,1,2
S00109111,36,9,1,21,4,0,0,1
S00109112,40,3,4,18,11,0,0,4
S00109113,30,2,5,11,9,3,0,0
S00109114,61,6,1,40,11,0,1,2
S00109115,48,8,5,22,9,0,0,4
S00109116,71,3,8,36,16,3,1,4
S00109117,46,0,4,23,12,2,2,3
S00109118,66,8,10,29,15,1,0,3
S00109119,82,2,15,13,33,11,1,7
S00109120,62,3,19,20,6,5,0,9
S00109121,23,2,3,7,8,0,0,3
S00109122,52,1,5,12,21,2,0,11
S00109123,40,1,4,13,13,6,0,3
S00109124,62,8,7,31,7,4,2,3
S00109125,62,3,20,26,8,1,1,3
S00109126,62,7,6,32,11,1,0,5
S00109127,51,6,10,23,8,1,1,2
S00109128,60,6,20,19,9,4,0,2
S00109129,55,5,22,17,5,0,0,6
S00109130,33,4,1,14,9,2,0,3
S00109131,50,8,4,17,11,4,0,6
S00109132,42,2,9,26,3,0,0,2
S00109133,65,12,10,23,12,2,1,5
S00109134,37,1,3,24,8,1,0,0
S00109135,73,7,5,31,24,3,0,3
S00109136,35,1,3,10,19,1,1,0
S00109137,33,3,3,11,12,3,0,1
S00109138,70,4,7,45,12,1,0,1
S00109139,68,3,13,33,10,1,0,8
S00109140,41,1,3,10,18,5,0,4
S00109141,42,0,7,11,18,3,1,2
S00109142,60,2,19,21,11,5,0,2
S00109143,53,5,1,26,19,0,1,1
S00109144,65,4,13,25,18,4,0,1
S00109145,66,5,4,36,16,3,1,1
S00109146,62,5,9,26,12,3,1,6
S00109147,71,24,6,31,5,4,0,1
S00109148,57,6,5,26,10,4,1,5
S00109149,55,6,4,33,7,1,2,2
S00109150,47,8,5,21,10,2,1,0
S00109151,41,0,1,15,23,1,1,0
S00109152,37,3,4,14,11,4,0,1
S00109153,71,16,4,32,12,3,1,3
S00109154,71,11,10,35,9,3,2,1
S00109155,57,7,3,33,11,3,0,0
S00109156,65,8,5,31,17,0,0,4
S00109157,66,6,9,22,20,8,0,1
S00109158,50,14,5,16,10,4,0,1
S00109159,73,9,9,28,12,9,2,4
S00109160,60,13,6,19,8,7,1,6
S00109161,39,2,3,16,15,3,0,0
S00109162,41,6,2,18,8,1,0,6
S00109163,34,2,8,10,6,1,2,5
S00109164,35,4,5,19,3,2,1,1
S00109165,63,8,3,39,11,0,0,2
S00109166,63,12,1,38,8,2,0,2
S00109167,56,6,5,34,8,1,0,2
S00109168,44,1,2,28,11,1,0,1
S00109169,45,3,4,26,9,1,0,2
S00109170,68,18,2,33,11,2,0,2
S00109171,59,9,3,31,9,0,1,6
S00109172,49,5,2,22,13,2,2,3
S00109173,44,3,5,26,7,0,1,2
S00109174,34,4,10,12,4,2,0,2
S00109175,75,13,31,23,2,4,0,2
S00109176,45,12,13,16,2,1,0,1
S00109177,68,6,13,24,19,2,2,2
S00109178,52,11,22,15,1,2,0,1
S00109179,74,5,4,43,16,2,2,2
S00109180,72,9,24,21,11,5,0,2
S00109181,51,2,13,9,23,2,0,2
S00109182,33,0,3,7,15,4,3,1
S00109183,41,0,11,7,13,8,0,2
S00109184,40,0,6,4,17,11,1,1
S00109185,47,0,6,15,14,6,2,4
S00109186,58,2,20,8,12,5,1,10
S00109187,40,0,8,18,7,4,0,3
S00109188,32,2,12,4,11,2,0,1
S00109189,49,0,2,25,11,5,1,5
S00109190,56,0,6,24,17,5,0,4
S00109191,63,2,4,27,21,2,4,3
S00109192,27,0,2,15,8,0,1,1
S00109193,36,0,10,11,4,2,2,7
S00109194,70,0,21,22,14,8,1,4
S00109195,77,3,7,12,17,29,3,6
S00109196,60,2,7,15,27,4,3,2
S00109197,65,0,9,16,15,15,3,7
S00109198,44,1,11,13,14,2,1,2
S00109199,34,0,1,10,20,3,0,0
S00109200,54,3,12,13,16,7,1,2
S00109201,80,1,4,19,46,4,4,2
S00109202,70,5,11,28,14,1,0,11
S00109203,65,11,17,16,10,3,2,6
S00109204,67,16,16,18,8,4,1,4
S00109205,66,8,6,30,13,5,1,3
S00109206,53,8,21,9,5,4,0,6
S00109207,43,6,6,12,13,2,0,4
S00109208,42,7,8,14,6,5,0,2
S00109209,76,53,9,9,3,1,0,1
S00109210,48,6,10,16,9,6,1,0
S00109211,30,3,3,12,8,2,0,2
S00109212,34,3,4,6,12,8,0,1
S00109213,44,6,15,8,4,7,0,4
S00109214,72,17,21,22,8,0,0,4
S00109215,79,11,35,15,8,3,0,7
S00109216,40,5,7,10,7,4,1,6
S00109217,43,5,9,10,8,9,0,2
S00109218,45,5,8,11,10,4,0,7
S00109219,50,3,4,13,15,3,1,11
S00109220,53,7,7,23,9,5,1,1
S00109221,61,9,13,19,9,7,0,4
S00109222,54,6,13,25,4,3,0,3
S00109223,66,9,17,22,10,3,0,5
S00109224,48,6,8,19,4,2,0,9
S00109225,56,5,8,22,13,2,1,5
S00109226,71,11,15,25,10,6,0,4
S00109227,56,6,7,24,11,4,0,4
S00109228,49,2,14,24,8,1,0,0
S00109229,56,13,8,18,7,3,2,5
S00109230,62,9,14,18,5,6,0,10
S00109231,43,4,5,11,10,5,1,7
S00109232,44,7,3,17,7,4,0,6
S00109233,59,8,23,11,6,8,2,1
S00109234,46,7,4,20,7,2,2,4
S00109235,38,8,9,6,10,2,0,3
S00109236,53,5,7,20,8,6,0,7
S00109237,49,5,8,16,9,4,1,6
S00109238,47,3,9,22,10,2,0,1
S00109239,45,7,8,15,9,4,0,2
S00109240,47,3,9,16,8,7,0,4
S00109241,41,5,10,10,11,1,1,3
S00109242,56,8,13,18,8,2,1,6
S00109243,74,10,18,28,15,1,0,2
S00109244,68,8,15,23,9,7,2,4
S00109245,35,8,7,12,4,1,1,2
S00109246,44,6,8,15,7,3,1,4
S00109247,62,4,7,27,10,8,1,5
S00109248,46,0,10,16,12,3,0,5
S00109249,64,6,9,15,11,17,1,5
S00109250,40,2,7,15,11,1,0,4
S00109251,42,8,6,14,11,3,0,0
S00109252,46,9,6,12,11,5,1,2
S00109253,39,7,6,17,5,3,0,1
S00109254,58,11,6,14,21,3,1,2
S00109255,36,5,10,11,6,1,1,2
S00109256,37,2,13,9,7,4,0,2
S00109257,72,9,13,21,13,9,1,6
S00109258,60,9,4,27,10,4,2,4
S00109259,44,11,8,15,8,0,0,2
S00109260,57,2,9,26,9,1,3,7
S00109261,70,10,11,27,5,9,2,6
S00109262,49,4,10,14,3,3,1,14
S00109263,38,2,5,19,6,1,0,5
S00109264,60,10,8,24,7,6,0,5
S00109265,64,8,12,21,10,8,0,5
S00109266,40,4,3,17,7,4,0,5
S00109267,47,1,4,12,11,8,2,9
S00109268,39,6,2,11,7,5,1,7
S00109269,47,2,6,14,14,5,0,6
S00109270,46,5,26,4,2,2,1,6
S00109271,32,0,13,10,5,1,0,3
S00109272,41,4,19,12,3,1,0,2
S00109273,44,2,12,11,7,7,2,3
S00109274,35,3,9,12,5,4,0,2
S00109275,64,6,11,19,8,9,3,8
S00109276,57,7,3,17,21,3,0,6
S00109277,52,8,7,24,4,2,1,6
S00109278,45,11,4,20,7,0,1,2
S00109279,46,2,32,6,1,4,0,1
S00109280,59,11,8,17,13,6,1,3
S00109281,72,11,39,13,4,4,0,1
S00109282,53,5,7,24,6,5,0,6
S00109283,63,29,20,9,1,0,0,4
S00109284,67,5,14,32,13,3,0,0
S00109285,31,3,2,11,4,3,3,5
S00109286,41,0,12,10,11,4,1,3
S00109287,59,11,11,19,8,8,0,2
S00109288,58,6,8,24,8,2,1,9
S00109289,48,6,11,15,7,6,0,3
S00109290,61,4,46,6,0,0,0,5
S00109291,58,6,20,20,5,1,1,5
S00109292,44,3,21,12,4,3,0,1
S00109293,40,29,2,6,1,1,0,1
S00109294,41,3,16,10,2,7,0,3
S00109295,43,1,15,14,6,2,0,5
S00109296,59,5,4,29,15,1,1,4
S00109297,23,4,2,11,4,0,0,2
S00109298,57,4,2,30,17,0,0,4
S00109299,41,7,9,7,11,3,0,4
S00109300,47,3,7,22,10,2,0,3
S00109301,49,4,8,15,9,2,6,5
S00109302,41,6,4,18,7,4,0,2
S00109303,51,4,5,24,13,3,0,2
S00109304,52,8,6,19,11,3,0,5
S00109305,37,2,11,3,8,12,0,1
S00109306,33,1,8,4,3,16,0,1
S00109307,76,9,5,30,14,7,2,9
S00109308,55,9,5,29,8,2,1,1
S00109309,28,0,7,4,10,5,0,2
S00109310,37,4,7,12,6,5,1,2
S00109311,61,14,22,11,5,7,0,2
S00109312,54,3,12,11,13,9,1,5
S00109313,38,1,10,6,4,17,0,0
S00109314,33,2,7,13,6,2,0,3
S00109315,37,2,9,8,12,3,0,3
S00109316,30,5,4,14,3,1,0,3
S00109317,65,9,6,29,17,1,0,3
S00109318,69,5,12,23,11,8,3,7
S00109319,64,13,8,24,7,7,1,4
S00109320,35,3,2,18,6,1,0,5
S00109321,47,6,16,14,4,1,1,5
S00109322,62,4,8,29,12,4,0,5
S00109323,46,3,2,32,7,0,0,2
S00109324,52,10,5,20,13,1,1,2
S00109325,51,11,6,23,5,4,1,1
S00109326,47,12,5,14,9,2,1,4
S00109327,50,10,10,17,8,2,0,3
S00109328,60,15,4,30,10,0,1,0
S00109329,57,7,9,21,17,1,1,1
S00109330,58,9,10,20,12,1,1,5
S00109331,26,5,0,11,7,0,0,3
S00109332,51,17,10,15,2,4,1,2
S00109333,53,10,12,17,9,1,2,2
S00109334,76,10,10,32,12,2,1,9
S00109335,45,5,10,17,7,5,0,1
S00109336,53,7,9,27,7,0,0,3
S00109337,61,10,18,13,7,11,1,1
S00109338,76,10,18,21,18,7,0,2
S00109339,54,1,18,13,12,7,1,2
S00109340,41,6,4,19,4,5,0,3
S00109341,59,4,15,11,12,12,1,4
S00109342,54,3,10,19,5,12,0,5
S00109343,39,5,6,15,4,8,0,1
S00109344,40,11,4,14,6,0,2,3
S00109345,37,4,4,9,8,10,0,2
S00109346,52,7,4,24,11,4,0,2
S00109347,47,10,2,13,9,5,3,5
S00109348,51,11,16,13,4,2,1,4
S00109349,72,12,19,13,10,11,1,6
S00109350,36,7,5,19,4,0,0,1
S00109351,46,4,6,20,9,4,1,2
S00109352,39,8,7,13,10,0,0,1
S00109353,56,4,18,18,9,5,1,1
S00109354,51,15,3,22,8,0,1,2
S00109355,49,9,7,20,8,2,0,3
S00109356,49,4,5,23,10,1,1,5
S00109357,33,4,8,13,4,1,1,2
S00109358,50,10,12,18,8,0,0,2
S00109359,53,9,7,20,14,1,1,1
S00109360,55,8,19,21,3,0,0,4
S00109361,37,2,11,10,9,1,0,4
S00109362,76,16,8,30,15,3,1,3
S00109363,65,5,6,30,19,3,0,2
S00109364,67,10,17,24,13,1,0,2
S00109365,60,5,12,20,14,6,1,2
S00109366,71,9,5,32,14,3,0,8
S00109367,50,13,9,17,3,3,2,3
S00109368,71,12,13,23,11,2,2,8
S00109369,56,3,15,13,22,3,0,0
S00109370,53,5,3,11,14,12,2,6
S00109371,56,6,3,21,12,6,1,7
S00109372,41,4,16,11,3,3,0,4
S00109373,57,8,22,19,1,2,0,5
S00109374,51,10,1,23,11,1,2,3
S00109375,50,6,23,12,3,3,1,2
S00109376,40,4,6,13,9,2,1,5
S00109377,42,10,7,10,10,2,1,2
S00109378,74,9,13,30,12,5,1,4
S00109379,67,12,6,28,13,5,0,3
S00109380,53,5,10,19,10,1,2,6
S00109381,51,5,10,20,10,3,2,1
S00109382,67,6,4,31,15,4,3,4
S00109383,45,8,7,16,6,2,3,3
S00109384,72,6,41,13,7,3,0,2
S00109385,64,3,35,16,2,4,1,3
S00109386,47,7,19,13,5,3,0,0
S00109387,35,5,6,17,5,0,0,2
S00109388,56,0,27,16,4,4,0,5
S00109389,45,7,13,14,5,3,0,3
S00109390,64,5,2,40,15,1,0,1
S00109391,53,7,15,8,18,2,0,3
S00109392,46,2,1,20,17,1,1,4
S00109393,47,7,4,10,10,9,0,7
S00109394,43,5,3,17,10,4,0,4
S00109395,26,5,4,7,5,3,1,1
S00109396,39,6,16,10,2,5,0,0
S00109397,59,3,6,25,11,6,4,4
S00109398,42,5,4,22,4,0,3,4
S00109399,42,5,6,11,15,3,0,2
S00109400,55,9,12,16,8,4,0,6
S00109401,50,13,15,9,5,5,0,3
S00109402,41,4,7,12,7,3,1,7
S00109403,48,8,6,15,10,5,1,3
S00109404,47,7,7,15,4,8,2,4
S00109405,44,2,6,15,9,5,1,6
S00109406,68,6,18,17,10,5,1,11
S00109407,45,32,5,6,0,0,0,2
S00109408,59,4,9,19,14,7,1,5
S00109409,41,2,16,10,2,6,0,5
S00109410,54,4,9,25,13,2,1,0
S00109411,43,2,13,10,9,4,0,5
S00109412,50,2,9,19,13,4,0,3
S00109413,47,5,12,12,7,3,1,7
S00109414,42,1,10,12,10,6,1,2
S00109415,42,1,12,7,11,5,2,4
S00109416,58,12,14,14,5,2,1,10
S00109417,44,5,12,12,8,4,1,2
S00109418,42,6,6,16,9,2,1,2
S00109419,54,1,7,9,18,15,0,4
S00109420,60,3,10,12,8,16,5,6
S00109421,42,5,15,16,3,2,0,1
S00109422,77,13,22,24,10,6,0,2
S00109423,37,7,9,11,5,3,1,1
S00109424,34,4,4,7,7,5,1,6
S00109425,61,3,15,19,13,8,0,3
S00109426,75,3,10,29,17,8,3,5
S00109427,64,4,10,23,15,4,4,4
S00109428,67,1,12,20,18,12,1,3
S00109429,59,10,8,22,8,6,0,5
S00109430,51,12,7,13,5,8,1,5
S00109431,61,9,12,18,10,9,0,3
S00109432,39,7,7,11,4,3,1,6
S00109433,56,14,8,19,4,6,0,5
S00109434,41,2,5,21,5,3,1,4
S00109435,48,5,6,11,13,10,0,3
S00109436,42,5,3,23,5,2,1,3
S00109437,60,18,35,3,4,0,0,0
S00109438,26,6,4,9,3,2,0,2
S00109439,49,8,18,9,4,10,0,0
S00109440,65,16,34,10,2,1,0,2
S00109441,31,8,6,10,3,1,0,3
S00109442,77,6,22,15,7,18,2,7
S00109443,28,1,6,3,9,8,1,0
S00109444,32,3,9,5,9,3,2,1
S00109445,26,5,4,5,5,4,1,2
S00109446,68,7,15,22,10,8,1,5
S00109447,22,0,3,0,9,6,1,3
S00109448,40,7,14,5,3,7,1,3
S00109449,49,9,17,10,6,4,0,3
S00109450,48,7,20,7,5,5,1,3
S00109451,39,0,14,13,1,8,1,2
S00109452,50,8,18,12,3,5,0,4
S00109453,59,4,23,16,8,5,1,2
S00109454,78,9,9,27,12,8,3,10
S00109455,58,3,28,7,6,9,1,4
S00109456,44,5,13,6,6,11,1,2
S00109457,50,4,17,11,4,8,1,5
S00109458,53,10,11,13,9,4,1,5
S00109459,47,2,21,8,6,6,0,4
S00109460,40,9,7,12,4,7,0,1
S00109461,54,11,9,16,4,7,3,4
S00109462,38,10,6,13,3,3,0,3
S00109463,51,4,13,15,8,8,1,2
S00109464,71,6,5,39,17,0,0,4
S00109465,43,4,3,16,10,3,2,5
S00109466,62,4,7,32,16,1,1,1
S00109467,33,3,12,2,3,8,0,5
S00109468,52,9,3,29,10,0,0,1
S00109469,47,4,5,28,4,2,0,4
S00109470,49,12,4,19,11,2,0,1
S00109471,54,4,2,33,9,4,0,2
S00109472,44,6,14,12,4,2,0,6
S00109473,60,4,4,26,22,0,2,2
S00109474,68,5,5,32,22,2,1,1
S00109475,67,9,3,31,19,2,0,3
S00109476,45,2,1,25,9,3,0,5
S00109477,61,2,10,26,19,1,0,3
S00109478,47,7,4,21,13,0,1,1
S00109479,49,3,4,31,9,0,0,2
S00109480,70,11,3,38,11,2,2,3
S00109481,25,6,2,10,5,2,0,0
S00109482,71,4,18,31,13,2,0,3
S00109483,34,3,1,16,12,1,1,0
S00109484,42,3,4,21,11,1,0,2
S00109485,68,6,8,38,10,1,0,5
S00109486,69,9,4,38,13,2,1,2
S00109487,46,4,6,23,7,2,0,4
S00109488,71,9,13,28,10,5,2,4
S00109489,48,10,5,16,10,5,0,2
S00109490,69,0,4,24,26,7,2,6
S00109491,40,3,18,11,3,1,1,3
S00109492,44,7,5,25,7,0,0,0
S00109493,44,4,2,20,13,2,2,1
S00109494,72,3,15,30,21,1,1,1
S00109495,38,3,3,22,6,1,2,1
S00109496,75,7,28,24,7,3,0,6
S00109497,74,1,34,21,13,1,0,4
S00109498,56,6,28,12,5,2,0,3
S00109499,55,5,32,9,3,0,2,4
S00109500,70,15,29,15,6,3,0,2
S00109501,40,0,14,13,6,3,0,4
S00109502,39,1,20,8,6,0,3,1
S00109503,45,29,6,8,0,0,0,2
S00109504,44,4,15,10,6,3,0,6
S00109505,59,8,31,14,3,2,0,1
S00109506,47,5,15,13,10,0,1,3
S00109507,57,10,5,23,13,1,1,4
S00109508,71,10,19,20,17,0,1,4
S00109509,42,4,20,6,5,1,0,6
S00109510,61,2,2,31,20,3,0,3
S00109511,67,2,4,33,18,3,2,5
S00109512,55,3,6,30,11,3,0,2
S00109513,43,7,5,18,9,0,0,4
S00109514,76,3,11,39,16,2,0,5
S00109515,69,3,4,31,21,2,1,7
S00109516,69,5,7,27,23,6,0,1
S00109517,66,6,8,33,11,3,0,5
S00109518,51,9,5,18,11,2,2,4
S00109519,50,7,4,27,10,0,0,2
S00109520,64,15,3,25,16,1,2,2
S00109521,63,14,7,36,6,0,0,0
S00109522,61,14,2,23,15,3,0,4
S00109523,58,8,7,28,8,2,1,4
S00109524,65,9,2,34,13,2,1,4
S00109525,39,9,4,17,8,0,0,1
S00109526,43,4,4,23,5,3,1,3
S00109527,51,8,1,28,12,0,0,2
S00109528,29,3,12,6,3,1,0,4
S00109529,27,2,7,10,5,2,0,1
S00109530,68,7,26,20,8,3,0,4
S00109531,50,31,3,5,8,0,1,2
S00109532,73,7,29,14,8,6,0,9
S00109533,54,8,15,19,8,2,0,2
S00109534,66,8,19,18,17,1,2,1
S00109535,56,4,5,23,18,0,3,3
S00109536,70,8,24,20,10,3,0,5
S00109537,75,9,25,17,6,8,1,9
S00109538,67,11,29,14,5,4,1,3
S00109539,60,0,25,11,8,4,0,12
S00109540,75,3,36,17,11,2,1,5
S00109541,65,8,30,8,6,7,0,6
S00109542,61,5,37,6,2,9,0,2
S00109543,56,4,17,12,9,7,0,7
S00109544,66,1,35,7,6,13,1,3
S00109545,48,5,17,15,8,2,0,1
S00109546,55,5,25,14,5,1,1,4
S00109547,40,1,20,10,6,1,0,2
S00109548,71,11,19,20,10,3,0,8
S00109549,53,19,10,17,5,1,0,1
S00109550,78,7,23,27,10,6,0,5
S00109551,30,7,6,13,2,0,0,2
S00109552,66,21,13,19,6,4,0,3
S00109553,54,16,10,13,4,8,0,3
S00109554,55,17,15,9,4,5,1,4
S00109555,49,24,6,11,2,2,1,3
S00109556,25,2,9,5,4,4,1,0
S00109557,47,6,8,20,7,2,0,4
S00109558,65,3,2,38,11,1,2,8
S00109559,48,2,2,27,11,1,1,4
S00109560,42,6,7,16,10,1,1,1
S00109561,30,0,2,18,7,1,1,1
S00109562,48,2,7,27,9,0,1,2
S00109563,56,2,10,25,13,1,0,5
S00109564,77,1,8,51,12,3,1,1
S00109565,43,1,5,24,6,0,1,6
S00109566,62,26,13,14,4,1,1,3
S00109567,64,9,6,26,14,5,1,3
S00109568,45,5,20,11,5,0,0,4
S00109569,57,5,6,24,10,1,3,8
S00109570,54,7,4,23,17,1,1,1
S00109571,48,9,0,23,11,1,1,3
S00109572,61,9,18,24,3,4,0,3
