ethn..geo_code,ethn..total_persons,ethn..ethnic_group_white,ethn..ethnic_group_chinese,ethn..ethnic_group_irish_traveller,ethn..ethnic_group_indian,ethn..ethnic_group_pakistani,ethn..ethnic_group_bangladeshi,ethn..ethnic_group_other_asian,ethn..ethnic_group_black_caribbean,ethn..ethnic_group_black_african,ethn..ethnic_group_black_other,ethn..ethnic_group_mixed,ethn..ethnic_group_other,ethn..white_or_white_british_or_white_irish,ethn..black_or_black_british_or_black_irish,ethn..asian_or_asian_british_or_asian_irish,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
N00000103,623,603,1,0,11,0,0,0,0,0,0,6,2,603,0,12,6,2
N00000104,322,295,0,0,10,3,0,6,0,1,0,7,0,295,1,19,7,0
N00000105,327,317,1,0,0,0,0,4,1,4,0,0,0,317,5,5,0,0
N00000106,198,186,2,0,4,0,0,1,0,0,0,5,0,186,0,7,5,0
N00000107,269,268,0,0,0,0,0,0,0,0,0,0,1,268,0,0,0,1
N00000108,243,240,0,0,0,0,0,3,0,0,0,0,0,240,0,3,0,0
N00000109,512,502,3,0,0,1,0,0,1,5,0,0,0,502,6,4,0,0
N00000110,258,252,2,0,2,0,0,0,0,0,0,2,0,252,0,4,2,0
N00000111,356,344,3,0,8,0,0,0,0,0,0,1,0,344,0,11,1,0
N00000112,402,393,0,0,5,0,0,0,0,0,0,4,0,393,0,5,4,0
N00000113,309,299,3,0,7,0,0,0,0,0,0,0,0,299,0,10,0,0
N00000114,318,310,0,0,6,0,0,0,0,0,1,1,0,310,1,6,1,0
N00000115,302,290,0,0,4,1,0,0,0,2,0,5,0,290,2,5,5,0
N00000116,287,282,0,0,4,0,0,0,0,0,0,1,0,282,0,4,1,0
N00000117,168,168,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0
N00000118,333,314,6,0,13,0,0,0,0,0,0,0,0,314,0,19,0,0
N00000119,289,285,0,1,0,0,0,3,0,0,0,0,0,286,0,3,0,0
N00000120,323,323,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0
N00000121,293,290,0,0,0,0,0,0,0,0,0,2,1,290,0,0,2,1
N00000122,481,469,2,0,1,3,0,1,0,0,0,5,0,469,0,7,5,0
N00000123,351,344,0,1,1,0,0,1,0,0,0,4,0,345,0,2,4,0
N00000124,369,365,0,0,0,0,0,4,0,0,0,0,0,365,0,4,0,0
N00000125,464,463,0,0,0,0,0,0,0,0,0,1,0,463,0,0,1,0
N00000126,481,481,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0
N00000127,405,400,0,0,1,0,0,0,1,0,0,3,0,400,1,1,3,0
N00000128,991,982,0,0,8,0,0,0,0,0,0,0,1,982,0,8,0,1
N00000129,346,337,0,0,9,0,0,0,0,0,0,0,0,337,0,9,0,0
N00000130,498,489,2,0,0,0,0,0,1,1,0,4,1,489,2,2,4,1
N00000131,388,382,0,0,0,0,0,0,0,0,6,0,0,382,6,0,0,0
N00000132,366,364,0,0,1,0,1,0,0,0,0,0,0,364,0,2,0,0
N00000133,322,320,0,0,0,0,0,1,0,0,1,0,0,320,1,1,0,0
N00000134,437,436,0,0,0,0,0,0,0,0,0,0,1,436,0,0,0,1
N00000135,312,310,0,0,0,0,0,0,0,0,0,2,0,310,0,0,2,0
N00000136,507,498,3,0,0,0,0,0,0,0,0,6,0,498,0,3,6,0
N00000137,315,314,0,0,0,0,0,0,0,0,0,1,0,314,0,0,1,0
N00000138,464,463,0,0,0,0,0,1,0,0,0,0,0,463,0,1,0,0
N00000139,301,296,0,0,0,0,4,0,0,0,0,1,0,296,0,4,1,0
N00000140,333,333,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0
N00000141,443,436,0,1,0,0,6,0,0,0,0,0,0,437,0,6,0,0
N00000142,205,205,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0
N00000143,215,213,0,0,0,0,0,0,0,2,0,0,0,213,2,0,0,0
N00000144,228,227,1,0,0,0,0,0,0,0,0,0,0,227,0,1,0,0
N00000145,124,124,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0
N00000146,271,271,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0
N00000147,227,223,0,0,0,0,4,0,0,0,0,0,0,223,0,4,0,0
N00000148,676,673,0,0,1,0,0,0,0,1,0,1,0,673,1,1,1,0
N00000149,432,430,0,0,0,0,0,2,0,0,0,0,0,430,0,2,0,0
N00000150,365,360,0,0,0,0,5,0,0,0,0,0,0,360,0,5,0,0
N00000151,283,282,0,0,1,0,0,0,0,0,0,0,0,282,0,1,0,0
N00000152,270,269,0,0,0,0,0,0,0,0,0,1,0,269,0,0,1,0
N00000153,250,249,0,0,0,0,0,0,0,0,0,0,1,249,0,0,0,1
N00000154,259,257,0,0,0,0,0,1,0,0,0,0,1,257,0,1,0,1
N00000155,337,334,0,0,1,0,0,0,0,0,0,2,0,334,0,1,2,0
N00000156,301,300,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,1
N00000157,368,365,3,0,0,0,0,0,0,0,0,0,0,365,0,3,0,0
N00000158,678,673,0,0,0,0,0,0,0,1,0,0,4,673,1,0,0,4
N00000159,221,218,0,0,0,0,2,0,0,1,0,0,0,218,1,2,0,0
N00000160,322,320,2,0,0,0,0,0,0,0,0,0,0,320,0,2,0,0
N00000161,342,335,5,0,0,0,2,0,0,0,0,0,0,335,0,7,0,0
N00000162,242,236,1,0,0,0,4,0,0,0,0,1,0,236,0,5,1,0
N00000163,311,311,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0
N00000164,288,288,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0
N00000165,325,324,1,0,0,0,0,0,0,0,0,0,0,324,0,1,0,0
N00000166,273,268,0,0,3,0,0,0,0,0,0,2,0,268,0,3,2,0
N00000167,379,377,0,0,0,0,0,0,0,0,1,1,0,377,1,0,1,0
N00000168,345,345,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0
N00000169,704,692,0,0,0,0,0,2,0,1,1,8,0,692,2,2,8,0
N00000170,370,367,0,0,0,0,0,1,0,0,0,2,0,367,0,1,2,0
N00000171,416,408,0,0,5,0,0,0,0,0,0,2,1,408,0,5,2,1
N00000172,772,756,5,0,4,0,0,0,0,0,0,5,2,756,0,9,5,2
N00000173,373,373,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0
N00000174,393,388,1,0,0,0,0,0,0,0,0,4,0,388,0,1,4,0
N00000175,373,369,0,0,0,0,0,0,0,0,0,4,0,369,0,0,4,0
N00000176,474,456,5,0,0,3,0,0,0,0,1,8,1,456,1,8,8,1
N00000177,323,310,3,0,0,1,5,3,0,0,0,1,0,310,0,12,1,0
N00000178,667,659,1,0,0,0,3,0,0,0,0,3,1,659,0,4,3,1
N00000179,852,837,0,0,0,0,13,2,0,0,0,0,0,837,0,15,0,0
N00000180,280,280,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0
N00000181,274,258,5,0,3,1,0,5,0,0,0,0,2,258,0,14,0,2
N00000182,228,227,0,0,0,0,1,0,0,0,0,0,0,227,0,1,0,0
N00000183,293,273,0,0,0,5,5,6,0,0,0,4,0,273,0,16,4,0
N00000184,372,368,0,0,0,0,0,2,0,0,0,0,2,368,0,2,0,2
N00000185,211,211,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0
N00000186,299,294,1,0,0,0,1,2,0,0,0,1,0,294,0,4,1,0
N00000187,255,255,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0
N00000188,347,343,0,0,0,0,0,0,0,0,0,1,3,343,0,0,1,3
N00000189,341,341,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0
N00000190,304,302,0,0,0,0,0,0,0,1,0,1,0,302,1,0,1,0
N00000191,303,300,0,0,0,0,0,0,0,0,0,3,0,300,0,0,3,0
N00000192,302,300,0,0,0,0,0,0,0,0,0,1,1,300,0,0,1,1
N00000193,291,288,0,0,0,0,0,1,0,0,0,2,0,288,0,1,2,0
N00000194,255,255,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0
N00000195,246,246,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0
N00000196,237,231,0,0,4,0,0,1,0,0,0,0,1,231,0,5,0,1
N00000197,326,319,3,0,1,0,0,0,0,0,0,3,0,319,0,4,3,0
N00000198,287,280,5,0,0,0,0,0,0,0,0,2,0,280,0,5,2,0
N00000199,350,349,1,0,0,0,0,0,0,0,0,0,0,349,0,1,0,0
N00000200,331,320,8,0,0,0,0,2,0,0,0,1,0,320,0,10,1,0
N00000201,294,294,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0
N00000202,304,304,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0
N00000203,334,328,1,0,0,0,0,4,0,0,0,1,0,328,0,5,1,0
N00000204,393,383,4,0,0,0,1,3,0,0,0,2,0,383,0,8,2,0
N00000205,303,303,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0
N00000206,390,387,0,0,0,0,0,1,0,0,0,1,1,387,0,1,1,1
N00000207,253,252,0,0,0,0,0,1,0,0,0,0,0,252,0,1,0,0
N00000208,316,312,0,0,1,0,0,0,0,0,0,3,0,312,0,1,3,0
N00000209,356,355,0,0,0,0,0,0,0,0,0,1,0,355,0,0,1,0
N00000210,383,368,0,1,0,0,0,13,0,0,0,0,1,369,0,13,0,1
N00000211,528,496,0,0,5,0,0,17,0,0,1,8,1,496,1,22,8,1
N00000212,175,173,0,0,0,0,0,1,0,0,0,0,1,173,0,1,0,1
N00000213,281,273,0,0,4,0,0,4,0,0,0,0,0,273,0,8,0,0
N00000214,323,307,0,0,0,0,0,10,0,4,0,1,1,307,4,10,1,1
N00000215,400,399,0,0,0,0,0,0,0,0,0,0,1,399,0,0,0,1
N00000216,397,396,0,0,0,0,0,0,0,0,0,1,0,396,0,0,1,0
N00000217,479,479,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0
N00000218,361,355,0,1,1,0,0,0,0,0,0,4,0,356,0,1,4,0
N00000219,245,232,0,0,0,0,9,0,0,1,0,2,1,232,1,9,2,1
N00000220,284,282,0,1,0,0,0,0,0,0,0,1,0,283,0,0,1,0
N00000221,262,262,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0
N00000222,298,296,0,0,0,0,0,2,0,0,0,0,0,296,0,2,0,0
N00000223,319,319,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0
N00000224,243,240,0,0,3,0,0,0,0,0,0,0,0,240,0,3,0,0
N00000225,147,147,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0
N00000226,261,261,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0
N00000227,195,194,0,0,1,0,0,0,0,0,0,0,0,194,0,1,0,0
